age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,total_contacts,call_efficiency,multiple_loans,is_new_customer,y,y_numeric
57,management,married,tertiary,no,0.0,yes,no,cellular,14,may,124.0,1.0,-1,0,other_outcome,1,62.0,0,1,no,0
35,management,married,tertiary,no,739.0,yes,no,telephone,12,may,13.0,7.0,172,4,other,11,1.625,0,0,no,0
46,services,divorced,secondary,no,355.0,yes,no,cellular,8,may,122.0,2.0,338,8,other,10,40.66666666666666,0,0,no,0
22,admin.,single,secondary,no,-1.0,yes,no,cellular,9,may,136.0,1.0,-1,0,other_outcome,1,68.0,0,1,no,0
51,blue-collar,married,secondary,no,1440.0,yes,no,cellular,30,may,309.0,1.0,-1,0,other_outcome,1,154.5,0,1,no,0
54,technician,married,secondary,no,1162.0,no,no,telephone,17,nov,37.0,2.0,-1,0,other_outcome,2,12.333333333333334,0,1,no,0
64,self-employed,married,tertiary,no,661.0,no,no,cellular,21,dec,367.0,2.0,294,2,failure,4,122.33333333333331,0,0,yes,1
59,services,married,primary,no,124.0,no,no,cellular,17,jun,41.0,2.0,-1,0,other_outcome,2,13.666666666666666,0,1,no,0
35,admin.,married,tertiary,no,690.0,no,no,cellular,16,oct,108.0,1.0,-1,0,other_outcome,1,54.0,0,1,no,0
48,blue-collar,married,secondary,no,320.0,yes,yes,cellular,4,feb,118.0,1.0,-1,0,other_outcome,1,59.0,1,1,no,0
73,retired,married,secondary,no,3443.0,no,no,telephone,4,sep,770.0,3.0,-1,0,other_outcome,3,192.5,0,1,yes,1
53,blue-collar,married,primary,no,1715.0,yes,yes,cellular,27,may,27.0,1.0,-1,0,other_outcome,1,13.5,1,1,no,0
29,blue-collar,married,secondary,no,59.0,yes,yes,cellular,14,may,100.0,3.0,356,2,failure,5,25.0,1,0,no,0
43,unemployed,married,secondary,no,511.0,yes,yes,telephone,5,feb,191.0,5.0,190,5,other,10,31.83333333333333,1,0,no,0
37,technician,single,tertiary,no,1894.0,yes,no,cellular,12,may,1272.0,1.0,351,7,other,8,962.5,0,0,no,0
42,admin.,married,secondary,no,0.0,yes,yes,cellular,20,apr,58.0,4.0,-1,0,other_outcome,4,11.6,1,1,no,0
38,services,single,secondary,no,895.0,yes,no,cellular,12,may,1272.0,1.0,-1,0,other_outcome,1,765.5,0,1,yes,1
31,housemaid,married,secondary,yes,-6.0,no,yes,telephone,7,jul,94.0,2.0,-1,0,other_outcome,2,31.33333333333333,0,1,no,0
35,blue-collar,married,secondary,no,365.0,yes,yes,cellular,20,apr,63.0,2.0,-1,0,other_outcome,2,21.0,1,1,no,0
43,management,married,tertiary,no,149.0,yes,no,cellular,23,jun,662.0,2.0,-1,0,other_outcome,2,220.66666666666663,0,1,yes,1
37,admin.,divorced,tertiary,no,4708.0,no,no,cellular,2,jun,238.0,1.0,181,2,success,3,119.0,0,0,yes,1
58,retired,married,tertiary,no,136.0,no,no,cellular,28,aug,211.0,6.0,-1,0,other_outcome,6,30.142857142857142,0,1,no,0
48,technician,single,secondary,no,479.0,no,no,cellular,20,may,148.0,5.0,-1,0,other_outcome,5,24.666666666666668,0,1,no,0
39,technician,married,tertiary,no,11766.0,yes,no,cellular,14,aug,313.0,4.0,102,5,failure,9,62.6,0,0,no,0
41,blue-collar,married,secondary,no,992.0,yes,yes,cellular,5,may,335.0,1.0,295,3,failure,4,167.5,1,0,no,0
31,blue-collar,single,secondary,no,-159.0,no,yes,telephone,21,nov,49.0,1.0,-1,0,other_outcome,1,24.5,0,1,no,0
32,management,single,tertiary,no,863.0,yes,no,cellular,20,may,264.0,1.0,-1,0,other_outcome,1,132.0,0,1,no,0
47,blue-collar,married,primary,no,1092.0,no,yes,cellular,30,may,41.0,8.0,-1,0,other_outcome,8,4.555555555555555,0,1,no,0
28,services,single,primary,no,302.0,no,no,cellular,3,jun,248.0,9.0,-1,0,other_outcome,9,24.8,0,1,no,0
32,management,married,tertiary,no,663.0,yes,no,cellular,7,aug,106.0,4.0,-1,0,other_outcome,4,21.2,0,1,no,0
42,management,single,tertiary,no,11891.0,no,no,cellular,6,apr,158.0,1.0,-1,0,other_outcome,1,79.0,0,1,yes,1
34,blue-collar,married,secondary,no,130.0,no,yes,cellular,21,jul,156.0,1.0,-1,0,other_outcome,1,78.0,0,1,no,0
48,management,married,tertiary,no,2460.0,no,no,cellular,27,aug,106.0,11.0,-1,0,other_outcome,11,8.833333333333334,0,1,no,0
49,blue-collar,single,secondary,no,2222.0,no,no,cellular,16,jun,114.0,2.0,-1,0,other_outcome,2,38.0,0,1,no,0
48,housemaid,married,tertiary,no,5473.0,no,no,cellular,24,aug,232.0,2.0,-1,0,other_outcome,2,77.33333333333333,0,1,yes,1
38,blue-collar,divorced,secondary,no,0.0,yes,no,cellular,19,nov,230.0,1.0,-1,0,other_outcome,1,115.0,0,1,no,0
59,admin.,married,secondary,no,145.0,yes,no,telephone,12,may,556.0,2.0,287,13,success,15,185.33333333333331,0,0,yes,1
33,technician,divorced,secondary,yes,6.0,no,no,cellular,22,aug,239.0,2.0,-1,0,other_outcome,2,79.66666666666667,0,1,no,0
58,housemaid,married,primary,no,2348.0,no,no,cellular,9,jun,226.0,1.0,-1,0,other_outcome,1,113.0,0,1,no,0
23,blue-collar,single,primary,no,8627.0,yes,no,cellular,3,jun,281.0,1.0,-1,0,other_outcome,1,140.5,0,1,no,0
37,management,single,tertiary,no,0.0,no,no,cellular,26,aug,99.0,6.0,-1,0,other_outcome,6,14.142857142857142,0,1,no,0
54,services,married,secondary,no,4482.0,yes,no,cellular,20,may,97.0,2.0,-1,0,other_outcome,2,32.333333333333336,0,1,no,0
33,entrepreneur,married,secondary,no,-627.0,yes,yes,cellular,8,jul,740.0,1.0,-1,0,other_outcome,1,370.0,1,1,yes,1
40,management,married,tertiary,no,8902.0,yes,no,cellular,14,aug,464.0,5.0,-1,0,other_outcome,5,77.33333333333333,0,1,no,0
40,self-employed,married,secondary,no,2.0,no,no,cellular,22,aug,197.0,5.0,-1,0,other_outcome,5,32.833333333333336,0,1,no,0
43,management,divorced,tertiary,no,0.0,yes,no,cellular,21,jul,111.0,1.0,-1,0,other_outcome,1,55.5,0,1,no,0
36,technician,single,secondary,no,12264.0,no,no,cellular,11,oct,285.0,1.0,182,2,success,3,142.5,0,0,yes,1
28,services,single,secondary,no,458.0,no,no,cellular,18,jul,328.0,3.0,-1,0,other_outcome,3,82.0,0,1,no,0
35,management,single,tertiary,no,0.0,no,no,cellular,18,aug,276.0,5.0,-1,0,other_outcome,5,46.0,0,1,no,0
43,blue-collar,married,primary,no,-181.0,yes,no,cellular,17,apr,351.0,1.0,337,3,failure,4,175.5,0,0,no,0
46,technician,married,secondary,no,-59.0,yes,yes,cellular,2,jun,117.0,2.0,-1,0,other_outcome,2,39.0,1,1,no,0
59,management,divorced,tertiary,no,0.0,no,no,cellular,17,jun,437.0,2.0,-1,0,other_outcome,2,145.66666666666666,0,1,no,0
26,management,married,tertiary,no,784.0,yes,yes,cellular,5,may,247.0,2.0,358,2,failure,4,82.33333333333333,1,0,no,0
42,technician,married,secondary,no,3501.0,no,no,cellular,28,aug,23.0,16.03593700000057,-1,0,other_outcome,22,1.0,0,1,no,0
24,services,single,secondary,yes,-122.0,yes,no,cellular,13,may,1000.0,1.0,-1,0,other_outcome,1,500.0,0,1,yes,1
59,retired,married,tertiary,no,9676.0,no,no,telephone,27,mar,234.0,2.0,-1,0,other_outcome,2,78.0,0,1,yes,1
31,technician,single,tertiary,no,1798.0,yes,no,cellular,8,may,393.0,1.0,-1,0,other_outcome,1,196.5,0,1,no,0
45,blue-collar,married,secondary,no,4022.0,yes,no,cellular,29,jan,244.0,3.0,-1,0,other_outcome,3,61.0,0,1,no,0
39,management,divorced,tertiary,no,1555.0,yes,no,cellular,25,jul,796.0,1.0,-1,0,other_outcome,1,398.0,0,1,no,0
52,blue-collar,married,primary,no,655.0,yes,yes,cellular,31,jul,155.0,3.0,-1,0,other_outcome,3,38.75,1,1,no,0
42,technician,married,tertiary,no,757.0,no,no,cellular,30,apr,354.0,1.0,79,1,success,2,177.0,0,0,yes,1
44,management,single,tertiary,no,1090.0,no,no,cellular,19,jul,204.0,4.0,532,2,other,6,40.8,0,0,yes,1
38,self-employed,married,secondary,no,746.0,no,no,cellular,20,jun,256.0,3.0,-1,0,other_outcome,3,64.0,0,1,no,0
43,blue-collar,divorced,secondary,yes,1.0,no,no,cellular,20,jun,188.0,1.0,-1,0,other_outcome,1,94.0,0,1,no,0
29,management,single,tertiary,no,1273.0,yes,no,cellular,15,may,44.0,9.0,-1,0,other_outcome,9,4.4,0,1,no,0
36,blue-collar,single,primary,no,295.0,yes,no,cellular,17,apr,287.0,1.0,-1,0,other_outcome,1,143.5,0,1,no,0
53,management,divorced,secondary,no,425.0,no,no,cellular,15,jul,416.0,3.0,-1,0,other_outcome,3,104.0,0,1,no,0
38,services,divorced,secondary,no,49.0,yes,no,cellular,18,may,43.0,1.0,367,2,success,3,21.5,0,0,no,0
40,management,married,tertiary,no,-17.0,yes,yes,cellular,11,may,474.0,1.0,256,1,success,2,237.0,1,0,yes,1
43,management,married,tertiary,no,0.0,no,no,cellular,2,feb,319.0,2.0,-1,0,other_outcome,2,106.33333333333331,0,1,no,0
45,technician,married,secondary,no,1.0,yes,no,cellular,17,nov,433.0,1.0,-1,0,other_outcome,1,216.5,0,1,no,0
57,blue-collar,married,secondary,no,0.0,no,yes,cellular,22,jul,127.0,2.0,-1,0,other_outcome,2,42.333333333333336,0,1,no,0
34,management,married,tertiary,no,443.0,no,no,cellular,18,jun,235.0,3.0,-1,0,other_outcome,3,58.75,0,1,yes,1
33,admin.,single,secondary,no,285.0,yes,no,cellular,1,apr,427.0,1.0,329,1,other,2,213.5,0,0,no,0
34,management,married,tertiary,no,0.0,no,no,cellular,11,aug,331.0,2.0,-1,0,other_outcome,2,110.33333333333331,0,1,no,0
45,management,divorced,tertiary,no,1.0,no,no,cellular,6,aug,490.0,2.0,-1,0,other_outcome,2,163.33333333333334,0,1,yes,1
40,unemployed,married,primary,no,1908.0,yes,no,cellular,5,feb,1272.0,2.0,-1,0,other_outcome,2,553.6666666666666,0,1,yes,1
48,admin.,married,secondary,no,2707.0,no,no,cellular,17,nov,212.0,2.0,-1,0,other_outcome,2,70.66666666666667,0,1,no,0
32,management,single,tertiary,no,697.0,no,no,cellular,7,aug,119.0,1.0,99,3,failure,4,59.5,0,0,no,0
27,technician,single,secondary,no,842.0,no,no,cellular,30,jul,273.0,1.0,91,1,other,2,136.5,0,0,no,0
32,management,single,tertiary,no,154.0,no,yes,cellular,21,aug,301.0,3.0,-1,0,other_outcome,3,75.25,0,1,no,0
35,management,married,tertiary,no,2123.0,yes,no,cellular,20,apr,54.0,1.0,273,3,failure,4,27.0,0,0,no,0
40,management,married,tertiary,no,0.0,yes,no,cellular,28,jul,52.0,11.0,-1,0,other_outcome,11,4.333333333333333,0,1,no,0
49,services,divorced,secondary,no,725.0,no,no,cellular,11,jun,275.0,2.0,-1,0,other_outcome,2,91.66666666666669,0,1,no,0
35,technician,married,secondary,no,-360.0,yes,no,cellular,21,jul,169.0,1.0,-1,0,other_outcome,1,84.5,0,1,no,0
57,retired,divorced,secondary,no,39.0,yes,no,cellular,30,jul,354.0,3.0,-1,0,other_outcome,3,88.5,0,1,no,0
42,management,single,tertiary,no,706.0,no,no,cellular,29,jan,132.0,2.0,-1,0,other_outcome,2,44.0,0,1,no,0
53,admin.,married,tertiary,no,944.0,yes,no,cellular,24,feb,128.0,1.0,-1,0,other_outcome,1,64.0,0,1,no,0
38,admin.,married,secondary,no,0.0,yes,yes,cellular,17,apr,547.0,2.0,-1,0,other_outcome,2,182.33333333333331,1,1,yes,1
59,management,married,tertiary,no,281.0,no,no,cellular,8,jul,430.0,2.0,-1,0,other_outcome,2,143.33333333333334,0,1,no,0
34,blue-collar,single,secondary,yes,-115.0,yes,no,cellular,14,may,360.0,1.0,-1,0,other_outcome,1,180.0,0,1,no,0
49,technician,married,tertiary,no,1077.0,yes,no,cellular,21,nov,79.0,4.0,-1,0,other_outcome,4,15.8,0,1,no,0
35,blue-collar,married,secondary,no,1160.0,no,yes,telephone,19,nov,62.0,1.0,-1,0,other_outcome,1,31.0,0,1,no,0
49,management,married,secondary,no,1601.0,no,no,cellular,29,jul,47.0,5.0,-1,0,other_outcome,5,7.833333333333333,0,1,no,0
43,blue-collar,married,primary,no,0.0,no,no,cellular,22,jun,570.0,3.0,-1,0,other_outcome,3,142.5,0,1,no,0
53,retired,single,secondary,no,1421.0,yes,no,cellular,13,may,225.0,2.0,-1,0,other_outcome,2,75.0,0,1,no,0
31,admin.,married,secondary,no,223.0,no,no,cellular,6,may,297.0,1.0,-1,0,other_outcome,1,148.5,0,1,no,0
48,technician,divorced,tertiary,no,-136.0,yes,no,cellular,21,may,7.0,12.0,-1,0,other_outcome,12,0.5384615384615384,0,1,no,0
40,unemployed,single,primary,no,5613.0,yes,no,cellular,19,jun,152.0,2.0,-1,0,other_outcome,2,50.66666666666666,0,1,no,0
39,technician,divorced,secondary,no,13160.143748000002,yes,yes,cellular,7,apr,1.0,1.0,-1,0,other_outcome,1,0.5,1,1,no,0
26,admin.,single,secondary,no,338.0,no,no,cellular,29,jan,245.0,1.0,92,3,success,4,122.5,0,0,no,0
51,entrepreneur,divorced,tertiary,no,2109.0,no,no,cellular,13,oct,79.0,2.0,-1,0,other_outcome,2,26.33333333333333,0,1,yes,1
51,management,divorced,tertiary,no,3415.0,yes,no,cellular,19,jun,677.0,1.0,-1,0,other_outcome,1,338.5,0,1,no,0
60,admin.,married,secondary,no,738.0,no,no,cellular,19,may,529.0,3.0,-1,0,other_outcome,3,132.25,0,1,no,0
45,blue-collar,married,secondary,no,3114.0,no,no,cellular,6,aug,192.0,2.0,-1,0,other_outcome,2,64.0,0,1,no,0
31,management,single,tertiary,no,924.0,no,no,cellular,7,sep,231.0,1.0,94,3,success,4,115.5,0,0,yes,1
32,services,married,secondary,no,1076.0,no,no,cellular,21,nov,906.0,1.0,129,3,failure,4,453.0,0,0,no,0
35,services,single,secondary,no,11.0,yes,no,cellular,25,jul,294.0,1.0,-1,0,other_outcome,1,147.0,0,1,no,0
61,retired,married,secondary,no,2917.0,no,no,cellular,6,oct,215.0,1.0,-1,0,other_outcome,1,107.5,0,1,yes,1
51,services,married,primary,no,314.0,yes,yes,telephone,8,may,713.0,3.0,-1,0,other_outcome,3,178.25,1,1,no,0
43,admin.,married,secondary,no,0.0,yes,no,cellular,17,jul,674.0,3.0,-1,0,other_outcome,3,168.5,0,1,no,0
41,admin.,married,secondary,no,0.0,yes,no,cellular,9,jun,65.0,3.0,-1,0,other_outcome,3,16.25,0,1,no,0
32,technician,married,secondary,no,253.0,yes,no,cellular,21,nov,76.0,1.0,170,3,failure,4,38.0,0,0,no,0
49,technician,married,secondary,no,324.0,no,no,cellular,4,aug,227.0,1.0,-1,0,other_outcome,1,113.5,0,1,no,0
30,technician,single,tertiary,no,8138.0,yes,no,cellular,12,aug,227.0,2.0,-1,0,other_outcome,2,75.66666666666667,0,1,no,0
36,management,single,tertiary,no,11767.0,yes,no,cellular,7,apr,226.0,1.0,-1,0,other_outcome,1,113.0,0,1,no,0
34,management,single,tertiary,no,1190.0,no,no,cellular,3,feb,18.0,7.0,-1,0,other_outcome,7,2.25,0,1,no,0
35,management,married,tertiary,no,122.0,no,no,cellular,7,jul,179.0,4.0,-1,0,other_outcome,4,35.8,0,1,no,0
30,technician,married,secondary,no,484.0,yes,no,cellular,6,may,703.0,1.0,-1,0,other_outcome,1,351.5,0,1,yes,1
47,management,married,tertiary,no,3663.0,no,no,cellular,29,oct,424.0,2.0,213,3,success,5,141.33333333333334,0,0,yes,1
53,self-employed,married,tertiary,no,1907.0,yes,no,cellular,2,jun,72.0,3.0,-1,0,other_outcome,3,18.0,0,1,no,0
57,services,divorced,primary,no,1920.0,no,no,cellular,19,may,77.0,2.0,-1,0,other_outcome,2,25.666666666666668,0,1,no,0
52,housemaid,married,primary,no,3798.0,yes,no,cellular,17,jul,1208.0,1.0,-1,0,other_outcome,1,604.0,0,1,yes,1
50,entrepreneur,married,tertiary,no,1605.0,yes,no,cellular,23,may,22.0,2.0,-1,0,other_outcome,2,7.333333333333333,0,1,no,0
30,blue-collar,married,secondary,no,-529.0,yes,no,cellular,12,may,416.0,4.0,-1,0,other_outcome,4,83.2,0,1,no,0
51,self-employed,married,secondary,yes,-206.0,no,yes,cellular,28,jul,51.0,3.0,-1,0,other_outcome,3,12.75,0,1,no,0
27,blue-collar,married,secondary,no,-335.0,yes,yes,cellular,4,jun,324.0,1.0,-1,0,other_outcome,1,162.0,1,1,no,0
27,blue-collar,divorced,secondary,no,2323.0,yes,no,cellular,17,jul,153.0,1.0,-1,0,other_outcome,1,76.5,0,1,no,0
55,technician,married,tertiary,no,804.0,no,no,cellular,31,jul,245.0,5.0,-1,0,other_outcome,5,40.833333333333336,0,1,no,0
59,retired,single,secondary,no,1150.0,no,no,cellular,11,jun,91.0,1.0,-1,0,other_outcome,1,45.5,0,1,no,0
52,management,married,tertiary,no,52.0,no,yes,cellular,18,aug,124.0,4.0,-1,0,other_outcome,4,24.8,0,1,no,0
54,admin.,divorced,tertiary,no,122.0,no,no,cellular,26,oct,322.0,1.0,547,1,failure,2,161.0,0,0,no,0
36,admin.,single,secondary,no,1815.0,no,no,cellular,5,jun,387.0,1.0,-1,0,other_outcome,1,193.5,0,1,no,0
36,blue-collar,married,secondary,no,1165.0,yes,no,cellular,13,may,1001.0,4.0,-1,0,other_outcome,4,200.2,0,1,yes,1
53,blue-collar,married,secondary,no,25.0,no,no,cellular,22,aug,528.0,2.0,-1,0,other_outcome,2,176.0,0,1,yes,1
45,technician,married,secondary,no,297.0,no,no,cellular,28,jan,210.0,2.0,-1,0,other_outcome,2,70.0,0,1,no,0
47,admin.,married,secondary,no,26.0,no,yes,cellular,18,jul,71.0,3.0,-1,0,other_outcome,3,17.75,0,1,no,0
34,blue-collar,single,primary,no,505.0,yes,no,cellular,13,may,351.0,1.0,-1,0,other_outcome,1,175.5,0,1,no,0
50,blue-collar,married,secondary,no,1389.0,yes,no,cellular,17,apr,300.0,3.0,302,3,failure,6,75.0,0,0,no,0
60,management,married,tertiary,no,5041.0,no,no,cellular,4,may,8.0,7.0,181,1,success,8,1.0,0,0,no,0
39,blue-collar,married,secondary,no,142.0,no,yes,cellular,14,jul,424.0,4.0,-1,0,other_outcome,4,84.8,0,1,no,0
26,blue-collar,single,secondary,no,2613.0,no,no,cellular,29,jan,435.0,2.0,-1,0,other_outcome,2,145.0,0,1,no,0
51,services,married,secondary,no,5885.0,yes,no,cellular,15,may,172.0,1.0,-1,0,other_outcome,1,86.0,0,1,no,0
41,admin.,single,secondary,no,748.0,no,no,telephone,21,nov,94.0,7.0,130,3,other,10,11.75,0,0,no,0
51,blue-collar,married,secondary,no,41.0,yes,no,telephone,9,jul,16.0,16.03593700000057,-1,0,other_outcome,43,0.3636363636363636,0,1,no,0
51,management,divorced,tertiary,no,1988.0,yes,no,cellular,11,jul,67.0,1.0,-1,0,other_outcome,1,33.5,0,1,no,0
30,services,divorced,secondary,no,1016.0,yes,no,cellular,29,may,14.0,1.0,-1,0,other_outcome,1,7.0,0,1,no,0
44,blue-collar,divorced,secondary,no,370.0,yes,no,cellular,11,may,128.0,1.0,369,1,failure,2,64.0,0,0,no,0
36,management,single,tertiary,no,-74.0,yes,yes,cellular,8,jul,476.0,2.0,-1,0,other_outcome,2,158.66666666666666,1,1,no,0
51,unemployed,married,tertiary,no,1801.0,no,no,cellular,16,apr,838.0,3.0,-1,0,other_outcome,3,209.5,0,1,yes,1
52,housemaid,married,secondary,no,3034.0,no,no,cellular,9,jun,206.0,2.0,-1,0,other_outcome,2,68.66666666666667,0,1,no,0
38,technician,married,secondary,no,0.0,no,no,cellular,7,may,55.0,1.0,-1,0,other_outcome,1,27.5,0,1,no,0
43,admin.,divorced,secondary,no,729.0,yes,no,cellular,30,may,668.0,2.0,-1,0,other_outcome,2,222.66666666666663,0,1,no,0
39,admin.,divorced,secondary,no,-427.0,yes,no,cellular,13,may,8.0,5.0,-1,0,other_outcome,5,1.3333333333333333,0,1,no,0
37,admin.,single,secondary,no,328.0,no,no,cellular,29,jan,79.0,1.0,-1,0,other_outcome,1,39.5,0,1,no,0
56,blue-collar,divorced,secondary,no,2780.0,yes,no,telephone,6,feb,81.0,3.0,-1,0,other_outcome,3,20.25,0,1,no,0
35,technician,married,secondary,no,2468.0,yes,no,cellular,6,may,187.0,8.0,-1,0,other_outcome,8,20.77777777777778,0,1,no,0
46,technician,divorced,secondary,no,3455.0,yes,no,cellular,20,nov,120.0,4.0,190,2,failure,6,24.0,0,0,no,0
32,admin.,single,secondary,no,562.0,yes,no,cellular,28,may,116.0,6.0,-1,0,other_outcome,6,16.571428571428573,0,1,no,0
38,services,divorced,secondary,no,61.0,no,no,cellular,5,jun,636.0,1.0,-1,0,other_outcome,1,318.0,0,1,yes,1
33,self-employed,married,primary,no,0.0,no,no,cellular,6,aug,139.0,8.0,-1,0,other_outcome,8,15.444444444444445,0,1,no,0
33,management,married,tertiary,no,73.0,yes,no,cellular,2,feb,214.0,1.0,-1,0,other_outcome,1,107.0,0,1,no,0
36,blue-collar,single,secondary,no,5396.0,yes,no,cellular,9,apr,490.0,2.0,-1,0,other_outcome,2,163.33333333333334,0,1,no,0
56,admin.,divorced,secondary,no,789.0,yes,no,cellular,8,may,1022.0,1.0,360,2,failure,3,511.0,0,0,no,0
35,blue-collar,single,secondary,no,11671.0,no,no,cellular,6,jun,190.0,1.0,-1,0,other_outcome,1,95.0,0,1,no,0
37,admin.,married,secondary,no,581.0,yes,yes,cellular,23,jul,203.0,4.0,-1,0,other_outcome,4,40.6,1,1,no,0
57,retired,single,tertiary,no,0.0,no,no,cellular,18,nov,300.0,1.0,-1,0,other_outcome,1,150.0,0,1,no,0
46,retired,married,primary,no,270.0,yes,yes,cellular,29,jan,133.0,1.0,-1,0,other_outcome,1,66.5,1,1,no,0
47,blue-collar,married,primary,no,373.0,yes,no,cellular,11,may,480.0,2.0,-1,0,other_outcome,2,160.0,0,1,no,0
59,entrepreneur,married,secondary,no,2429.0,no,yes,cellular,18,nov,79.0,2.0,182,7,failure,9,26.33333333333333,0,0,no,0
47,blue-collar,married,primary,no,159.0,yes,no,cellular,13,may,771.0,2.0,-1,0,other_outcome,2,257.0,0,1,no,0
34,management,single,tertiary,no,163.0,no,no,cellular,8,may,44.0,1.0,-1,0,other_outcome,1,22.0,0,1,no,0
54,blue-collar,married,primary,no,2933.0,yes,no,cellular,15,may,144.0,2.0,-1,0,other_outcome,2,48.0,0,1,no,0
30,services,married,secondary,no,637.0,yes,no,cellular,15,may,69.0,5.0,-1,0,other_outcome,5,11.5,0,1,no,0
51,blue-collar,married,primary,no,7098.0,no,no,cellular,6,aug,1272.0,7.0,-1,0,other_outcome,7,183.875,0,1,yes,1
51,unemployed,divorced,tertiary,no,0.0,no,no,cellular,31,jul,574.0,2.0,-1,0,other_outcome,2,191.33333333333331,0,1,yes,1
42,technician,married,secondary,no,1865.0,yes,no,cellular,15,may,164.0,1.0,-1,0,other_outcome,1,82.0,0,1,no,0
27,student,single,secondary,no,132.0,no,no,cellular,14,jul,276.0,1.0,-1,0,other_outcome,1,138.0,0,1,yes,1
39,housemaid,single,primary,no,1340.0,no,no,cellular,18,jun,113.0,2.0,-1,0,other_outcome,2,37.66666666666666,0,1,no,0
22,technician,single,secondary,no,890.0,yes,no,cellular,20,apr,294.0,2.0,-1,0,other_outcome,2,98.0,0,1,no,0
36,blue-collar,divorced,secondary,no,-59.0,yes,no,cellular,28,may,193.0,1.0,-1,0,other_outcome,1,96.5,0,1,no,0
35,blue-collar,married,secondary,no,86.0,no,no,cellular,19,nov,127.0,1.0,111,2,failure,3,63.5,0,0,no,0
33,technician,single,secondary,no,261.0,yes,no,cellular,14,may,622.0,1.0,-1,0,other_outcome,1,311.0,0,1,no,0
45,entrepreneur,divorced,tertiary,no,0.0,yes,no,cellular,13,may,325.0,2.0,-1,0,other_outcome,2,108.33333333333331,0,1,no,0
34,management,married,tertiary,no,179.0,yes,no,cellular,20,nov,184.0,1.0,-1,0,other_outcome,1,92.0,0,1,no,0
56,blue-collar,single,secondary,no,1187.0,yes,no,cellular,5,feb,47.0,2.0,-1,0,other_outcome,2,15.666666666666666,0,1,no,0
32,management,single,tertiary,no,739.0,yes,no,cellular,2,feb,266.0,2.0,-1,0,other_outcome,2,88.66666666666667,0,1,no,0
35,management,single,secondary,no,81.0,yes,no,cellular,29,jan,79.0,1.0,-1,0,other_outcome,1,39.5,0,1,no,0
43,self-employed,married,secondary,no,0.0,no,no,cellular,25,sep,399.0,2.0,-1,0,other_outcome,2,133.0,0,1,no,0
31,technician,divorced,tertiary,no,2287.0,yes,no,cellular,21,may,97.0,1.0,-1,0,other_outcome,1,48.5,0,1,no,0
31,blue-collar,single,secondary,no,501.0,yes,no,cellular,9,apr,132.0,1.0,-1,0,other_outcome,1,66.0,0,1,no,0
49,management,divorced,tertiary,no,755.0,no,no,cellular,31,jul,1212.0,4.0,-1,0,other_outcome,4,242.4,0,1,yes,1
39,technician,married,secondary,no,381.0,yes,no,cellular,11,may,758.0,1.0,347,2,failure,3,379.0,0,0,no,0
40,services,married,secondary,no,429.0,no,no,cellular,5,jun,272.0,2.0,-1,0,other_outcome,2,90.66666666666669,0,1,no,0
36,admin.,married,secondary,no,4011.0,no,no,cellular,19,jun,10.0,16.0,-1,0,other_outcome,16,0.5882352941176471,0,1,no,0
36,admin.,married,secondary,no,165.0,yes,no,cellular,23,may,456.0,4.0,-1,0,other_outcome,4,91.2,0,1,no,0
39,housemaid,married,tertiary,no,4.0,yes,yes,cellular,19,jun,185.0,1.0,-1,0,other_outcome,1,92.5,1,1,no,0
64,retired,married,tertiary,no,846.0,no,no,cellular,14,aug,107.0,3.0,-1,0,other_outcome,3,26.75,0,1,no,0
31,technician,single,secondary,no,2544.0,no,no,cellular,12,jan,229.0,1.0,279,2,success,3,114.5,0,0,yes,1
40,management,divorced,tertiary,no,37.0,yes,no,cellular,16,may,412.0,1.0,-1,0,other_outcome,1,206.0,0,1,no,0
29,admin.,single,secondary,no,1028.0,yes,no,cellular,14,may,343.0,1.0,-1,0,other_outcome,1,171.5,0,1,no,0
33,blue-collar,single,primary,no,577.0,yes,no,cellular,15,may,59.0,4.0,-1,0,other_outcome,4,11.8,0,1,no,0
55,technician,married,secondary,no,0.0,no,no,cellular,27,jul,506.0,2.0,-1,0,other_outcome,2,168.66666666666666,0,1,no,0
34,technician,single,tertiary,no,759.0,no,no,cellular,20,may,265.0,1.0,-1,0,other_outcome,1,132.5,0,1,no,0
55,services,married,secondary,no,879.0,no,no,cellular,28,aug,183.0,8.0,-1,0,other_outcome,8,20.33333333333333,0,1,no,0
27,blue-collar,single,primary,no,-71.0,no,yes,cellular,30,jul,70.0,3.0,-1,0,other_outcome,3,17.5,0,1,no,0
38,technician,single,secondary,no,9610.0,yes,no,cellular,16,apr,249.0,2.0,-1,0,other_outcome,2,83.0,0,1,no,0
25,management,married,secondary,no,448.0,no,no,cellular,5,feb,151.0,1.0,297,1,success,2,75.5,0,0,yes,1
60,housemaid,married,primary,no,726.0,no,yes,cellular,30,jul,94.0,5.0,-1,0,other_outcome,5,15.666666666666666,0,1,no,0
33,blue-collar,single,secondary,no,2668.0,yes,no,cellular,18,jul,187.0,1.0,-1,0,other_outcome,1,93.5,0,1,no,0
37,management,divorced,secondary,no,16.0,yes,no,cellular,30,may,638.0,1.0,-1,0,other_outcome,1,319.0,0,1,yes,1
